precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
1,ALBA,"ȘCOALA PRIMARĂ PELEŞ",396,SOHODOL,7446,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:44:30",321,311,0,9,1,194,184,0,9,1,181,13,342,148,1,2,26,100,8,6,38
1,ALBA,"ŞCOALA PRIMARĂ PEŢELCA",172,"ORAŞ TEIUŞ",8096,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:15:38",103,94,0,8,1,65,56,0,8,1,64,1,103,38,0,0,2,19,1,2,40
1,ALBA,"ŞCOALA PRIMARĂ PETRISAT",90,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:09:48",464,458,0,6,0,270,264,0,6,0,264,6,500,230,0,9,6,125,4,113,7
1,ALBA,"ŞCOALA PRIMARĂ POIANA",397,SOHODOL,7446,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:35:38",134,127,0,6,1,86,79,0,6,1,85,1,139,53,1,1,31,26,9,1,16
1,ALBA,"ŞCOALA PRIMARĂ POIENI",217,BUCIUM,3459,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:07",263,247,0,5,11,198,182,0,5,11,192,6,259,61,0,3,13,73,3,5,95
1,ALBA,"ŞCOALA PRIMARĂ - POȘAGA DE SUS",348,POŞAGA,6468,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 10:57:10",149,119,0,23,7,121,91,0,23,7,120,1,139,18,0,1,13,36,5,3,62
1,ALBA,"ŞCOALA PRIMARĂ POTIONCI",187,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:17:41",59,50,0,7,2,49,40,0,7,2,46,3,65,16,0,2,7,13,1,0,23
1,ALBA,"ȘCOALA PRIMARĂ PRELUCA",276,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:02",68,59,0,8,1,47,38,0,8,1,47,0,70,23,0,2,18,13,1,2,11
1,ALBA,"ȘCOALA PRIMARĂ RECIU",262,GÂRBOVA,4482,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:30:23",278,254,4,13,7,168,146,2,13,7,156,12,299,131,1,5,10,36,1,5,98
1,ALBA,"ŞCOALA PRIMARĂ ROGOZ",188,ALBAC,2130,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:44:01",240,226,0,5,9,184,170,0,5,9,177,7,280,96,1,6,31,28,10,3,98
1,ALBA,"ŞCOALA PRIMARĂ RUNC",391,SCĂRIŞOARA,7197,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:01:51",149,129,0,7,13,109,89,0,7,13,97,12,145,36,1,4,21,39,4,2,26
1,ALBA,"ȘCOALA PRIMARĂ - RUNC",332,OCOLIŞ,6119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:41:57",108,98,3,2,5,89,79,3,2,5,80,9,110,21,1,0,5,64,1,2,7
1,ALBA,"ȘCOALA PRIMARĂ - SAGAGEA",349,POŞAGA,6468,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 09:37:48",153,124,0,18,11,125,96,0,18,11,117,8,150,25,1,1,3,54,4,1,53
1,ALBA,"ŞCOALA PRIMARĂ SĂLCIUA DE JOS",367,SĂLCIUA,6976,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:48:00",710,668,2,7,33,436,396,0,7,33,419,17,700,264,1,8,57,175,28,9,141
1,ALBA,"ŞCOALA PRIMARĂ SĂLIŞTEA-DEAL",371,SĂLIŞTEA,7044,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:32:35",244,230,0,7,7,191,177,0,7,7,180,11,270,79,0,5,7,78,3,1,86
1,ALBA,"ŞCOALA PRIMARĂ , SAT GALAŢI",177,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:45:43",287,275,0,7,5,162,150,0,7,5,157,5,320,158,6,1,14,87,7,3,39
1,ALBA,"ŞCOALA PRIMARĂ , SAT PĂTRÂNGENI",179,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:54:24",492,483,0,5,4,271,262,0,5,4,262,9,550,279,0,3,10,146,15,2,86
1,ALBA,"ŞCOALA PRIMARĂ , SAT PIRITA",180,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:58:29",377,365,0,9,3,227,215,0,9,3,222,5,417,190,1,5,19,141,3,7,46
1,ALBA,"ŞCOALA PRIMARĂ , SAT TRÂMPOIELE",181,"ORAŞ ZLATNA",1936,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:02:37",310,290,1,7,12,210,191,0,7,12,207,3,341,131,0,3,46,96,4,4,54
1,ALBA,"ŞCOALA PRIMARĂ , SAT VALEA MICĂ",182,"ORAŞ ZLATNA",1936,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:06:09",336,323,1,7,5,240,228,0,7,5,233,7,373,133,3,2,57,123,10,6,32
1,ALBA,"ȘCOALA PRIMARĂ SEBEȘEL",378,SĂSCIORI,7099,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:36",1138,1132,1,4,1,732,727,0,4,1,699,33,1254,522,4,23,33,304,28,8,299
1,ALBA,"ŞCOALA PRIMARĂ SFOARTEA",392,SCĂRIŞOARA,7197,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:40:14",74,61,0,8,5,55,42,0,8,5,53,2,70,15,0,2,7,28,1,2,13
1,ALBA,"ŞCOALA PRIMARĂ ȘTIULEȚI",393,SCĂRIŞOARA,7197,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:59:09",131,109,0,8,14,103,81,0,8,14,96,7,122,19,2,1,13,50,1,0,29
1,ALBA,"ŞCOALA PRIMARĂ TĂRTĂRIA",372,SĂLIŞTEA,7044,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:03:16",580,552,0,8,20,449,421,0,8,20,428,21,660,211,2,3,36,150,19,9,209
1,ALBA,"ŞCOALA PRIMARĂ TOTOI",387,SÂNTIMBRU,7384,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:34:40",461,450,0,2,9,249,238,0,2,9,236,13,503,254,2,8,27,125,3,9,62
1,ALBA,"ȘCOALA PRIMARĂ TRIFEȘTI",272,HOREA,4767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:25",377,370,0,0,7,259,252,0,0,7,249,10,400,141,0,5,72,76,3,3,90
1,ALBA,"ŞCOALA PRIMARĂ UIOARA DE JOS",161,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:16:26",844,833,1,5,5,360,350,0,5,5,335,25,900,540,6,15,33,136,16,8,121
1,ALBA,"ŞCOALA PRIMARĂ UIOARA DE SUS, SALA NR. 1",162,"ORAŞ OCNA MUREŞ",1794,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:54:32",1331,1320,3,4,4,567,559,0,4,4,536,31,1450,883,3,11,66,254,25,24,153
1,ALBA,"ȘCOALA PRIMARĂ UNGUREI",361,"ROŞIA DE SECAŞ",6930,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:22:36",300,295,1,2,2,176,172,0,2,2,170,6,300,124,5,2,11,45,13,1,93
1,ALBA,"ŞCOALA PRIMARĂ VALEA BISTRII",132,"ORAŞ CÂMPENI",1455,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:19:05",368,358,1,8,1,236,227,0,8,1,225,11,394,158,1,42,35,46,13,3,85
1,ALBA,"ŞCOALA PRIMARĂ VALEA LUPȘII",308,LUPŞA,5336,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:13",667,645,0,4,18,484,462,0,4,18,467,17,730,246,2,11,62,209,12,5,166
1,ALBA,"ŞCOALA PRIMARĂ VALEA VINŢULUI",439,"VINŢU DE JOS",8826,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:01:06",311,295,1,12,3,172,157,0,12,3,158,14,310,138,1,9,58,17,8,4,61
1,ALBA,"ŞCOALA PRIMARĂ VÂRŞI",129,"ORAŞ CÂMPENI",1455,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:04:09",515,509,0,6,0,298,292,0,6,0,282,16,561,263,0,34,63,98,12,3,72
1,ALBA,"ȘCOALA PRIMARĂ - VIDOLM",333,OCOLIŞ,6119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:23:42",78,44,0,30,4,69,35,0,30,4,65,4,70,1,4,0,4,45,0,0,12
1,ALBA,"SEDIU ADMINISTRATIV VINGARD - COMUNA ŞPRING",413,ŞPRING,7945,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 11:30:17",552,536,1,6,9,316,301,0,6,9,295,21,625,309,0,7,10,151,17,3,107
1,ALBA,"SEMINARUL TEOLOGIC ORTODOX „SFÂNTUL SIMION ŞTEFAN”",16,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:36:32",1327,1287,5,13,22,549,514,0,13,22,535,14,1400,851,8,22,84,211,64,8,138
1,ALBA,"SERVICIUL PUBLIC DE ADMINISTRARE A PATRIMONIULUI SEBEŞ",93,"MUNICIPIUL SEBEŞ",1874,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 20:00:01",1859,1840,7,10,2,855,843,0,10,2,815,40,1840,985,10,33,111,390,50,43,178
1,ALBA,"SERVICIUL PUBLIC DE ASISTENŢĂ SOCIALĂ BLAJ",83,"MUNICIPIUL BLAJ",1348,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:20:09",498,494,1,2,1,269,266,0,2,1,265,4,500,231,2,10,16,167,34,3,33
1,ALBA,"STADION MUNICIPAL „CETATE”",32,"MUNICIPIUL ALBA IULIA",1017,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:36:21",1322,1311,2,9,0,617,608,0,9,0,596,21,1500,883,14,19,70,244,82,8,159
1,ALBA,"TABĂRA DE CREAȚIE SI ODIHNĂ ”AVRAM IANCU”",331,OCOLIŞ,6119,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 00:49:17",58,42,0,12,4,48,32,0,12,4,47,1,70,22,0,1,2,40,1,0,3
